Timestamp Yaw Pitch Roll p q r
8.61 25.88 -18.56 -23.94 3.87 0.10 -1.49
8.67 28.06 -18.31 -35.94 2.92 -0.13 -1.03
8.72 20.94 -17.50 -42.62 1.80 -0.32 -0.47
8.78 20.62 -16.25 -46.88 0.69 -0.35 -0.09
8.84 27.56 -15.06 -46.81 -0.70 -0.31 0.34
8.90 18.06 -14.38 -43.00 -1.97 -0.34 0.67
8.95 16.06 -13.88 -34.50 -2.87 -0.21 0.85
9.01 14.38 -13.50 -23.12 -3.59 -0.07 0.81
9.07 13.62 -13.38 -12.56 -3.80 0.21 0.60
9.12 13.44 -13.50 -0.25 -3.34 0.26 0.29
9.18 14.12 -13.81 9.56 -2.63 -0.13 0.02
9.24 15.62 -14.12 16.25 -1.73 -0.14 -0.27
9.30 25.19 -14.38 18.94 -0.60 -0.32 -0.51
9.35 27.62 -14.06 19.19 0.12 -0.36 -0.78
9.41 21.88 -13.44 17.06 1.00 -0.40 -0.83
9.47 24.25 -12.75 12.25 1.67 -0.28 -0.73
9.52 25.69 -12.19 5.75 2.08 -0.13 -0.43
9.58 25.81 -12.00 -1.44 2.30 -0.09 -0.14
9.64 24.56 -12.75 -8.38 2.16 0.24 0.35
9.70 22.50 -13.75 -13.44 1.64 0.15 0.65
9.76 19.25 -15.50 -17.62 1.34 0.20 0.93
9.81 24.06 -17.00 -19.94 0.82 -0.03 1.05
9.87 12.12 -18.56 -21.00 0.47 -0.14 1.05
9.93 8.44 -19.31 -20.62 0.07 -0.27 1.00
9.99 13.25 -19.00 -19.00 -0.39 -0.43 0.84
10.04 10.94 -17.88 -16.31 -0.73 -0.40 0.63
10.10 9.75 -16.44 -13.62 -0.96 -0.56 0.38
10.16 9.50 -14.56 -10.12 -1.09 -0.41 -0.02
10.21 2.31 -13.19 -7.38 -1.01 -0.40 -0.34
10.27 4.06 -11.88 -4.50 -0.84 -0.25 -0.51
10.33 14.44 -11.00 -2.31 -0.74 -0.12 -0.69
10.39 8.94 -10.81 -0.94 -0.40 0.21 -0.68
10.44 10.94 -11.06 -0.44 -0.15 0.23 -0.64
10.50 13.00 -11.88 -0.56 0.06 0.30 -0.56
10.56 14.50 -13.00 -1.38 0.23 0.36 -0.37
10.61 15.19 -14.00 -2.38 0.34 0.53 -0.23
10.67 15.38 -15.31 -3.88 0.46 0.39 -0.03
10.73 15.12 -16.56 -5.56 0.52 0.45 0.04
10.78 14.75 -17.44 -6.94 0.51 0.22 0.10
10.84 14.12 -18.19 -8.38 0.47 0.11 0.15
10.90 13.44 -18.38 -9.44 0.32 -0.06 0.17
10.96 12.69 -18.06 -10.00 0.13 -0.05 0.20
11.02 12.00 -17.56 -9.94 -0.02 -0.13 0.21
11.07 11.38 -16.69 -9.50 -0.17 -0.29 0.14
11.13 11.12 -15.88 -8.88 -0.26 -0.30 0.05
11.19 11.12 -14.88 -8.00 -0.27 -0.29 -0.02
11.24 11.25 -13.94 -7.19 -0.26 -0.25 -0.02
11.30 11.31 -13.25 -6.44 -0.21 -0.13 0.01
11.36 11.31 -13.06 -6.00 -0.15 -0.02 0.00
11.41 11.44 -13.12 -5.56 -0.11 0.21 -0.04
11.47 11.69 -13.38 -5.44 -0.02 0.15 -0.09
11.53 12.00 -13.94 -5.62 0.06 0.19 -0.09
11.59 12.25 -14.62 -6.00 0.13 0.21 -0.07
11.64 12.38 -15.25 -6.50 0.16 0.19 -0.03
11.70 12.38 -15.81 -6.94 0.17 0.19 -0.01
11.76 12.31 -16.44 -7.50 0.14 0.16 -0.01
11.81 12.31 -16.88 -7.88 0.07 0.23 0.01
11.87 12.25 -17.06 -8.00 0.04 0.15 0.01
11.93 12.25 -17.06 -8.06 -0.00 -0.03 0.01
11.99 12.25 -16.88 -8.06 -0.03 -0.08 0.01
12.04 12.12 -16.50 -7.88 -0.06 -0.12 0.03
12.10 12.06 -16.12 -7.69 -0.09 -0.14 0.04
12.16 11.94 -15.75 -7.31 -0.12 -0.10 0.03
12.22 11.94 -15.50 -6.94 -0.10 -0.07 -0.00
12.27 12.00 -15.31 -6.69 -0.07 -0.05 -0.02
12.33 12.06 -15.19 -6.50 -0.05 -0.04 -0.00
12.39 12.00 -15.06 -6.44 -0.03 -0.03 0.02
12.45 12.00 -14.94 -6.38 -0.01 -0.03 0.00
12.51 12.00 -14.94 -6.38 -0.00 -0.01 -0.00
12.56 12.00 -14.94 -6.38 0.01 0.01 0.00
12.62 12.00 -15.00 -6.44 0.02 0.16 0.00
12.68 12.00 -15.06 -6.50 0.02 0.17 -0.00
12.74 11.94 -15.12 -6.56 0.01 0.16 0.00
12.79 11.94 -15.19 -6.62 0.02 0.03 -0.00
12.85 11.94 -15.31 -6.69 0.02 0.03 -0.00
12.91 11.94 -15.44 -6.75 0.03 0.18 -0.00
12.97 11.94 -15.56 -6.88 0.05 0.20 -0.00
13.02 11.94 -15.81 -7.06 0.06 0.22 -0.01
13.08 11.94 -16.06 -7.19 0.04 0.09 -0.01
13.14 221.75 -16.31 -7.25 0.02 0.21 -0.01
13.19 221.75 -16.50 -7.31 0.00 0.03 -0.01
13.25 221.75 -16.50 -7.31 -0.01 -0.02 0.01
13.31 221.69 -16.38 -7.25 -0.03 -0.06 0.01
13.37 221.69 -16.12 -7.12 -0.04 -0.07 0.01
13.42 221.56 -15.94 -7.00 -0.05 -0.05 0.01
13.48 221.56 -15.81 -6.88 -0.04 -0.03 0.01
13.54 221.56 -15.75 -6.81 -0.01 0.00 0.00
13.60 221.56 -15.81 -6.81 0.03 0.03 -0.00
13.65 221.56 -15.94 -6.94 0.04 0.19 -0.00
13.71 221.50 -16.12 -7.06 0.04 0.19 -0.01
13.77 221.50 -16.25 -7.12 0.03 0.18 -0.00
13.83 221.50 -16.38 -7.19 0.01 0.16 0.00
13.88 221.50 -16.38 -7.19 -0.02 -0.02 0.00
13.94 221.50 -16.25 -7.12 -0.03 -0.04 0.00
14.00 221.56 -16.12 -7.00 -0.04 -0.04 0.01
14.06 221.56 -16.00 -6.88 -0.03 -0.03 0.00
14.12 221.56 -15.94 -6.81 -0.00 -0.01 0.00
14.17 221.56 -15.94 -6.81 0.02 0.16 -0.00
14.23 221.56 -16.00 -6.88 0.03 0.17 -0.00
14.29 221.56 -16.12 -7.00 0.03 0.17 0.00
14.34 221.56 -16.19 -7.06 0.02 0.17 -0.00
14.40 221.56 -16.25 -7.06 -0.00 0.01 0.00
14.46 221.56 -16.25 -7.00 -0.02 -0.01 0.00
14.52 221.56 -16.19 -6.94 -0.02 -0.03 0.00
14.58 221.56 -16.12 -6.88 -0.02 -0.03 0.01
14.63 221.56 -16.00 -6.88 -0.01 -0.01 0.01
14.69 221.56 -16.00 -6.88 -0.00 0.14 0.00
14.75 221.56 -16.06 -6.88 0.01 0.16 0.00
14.81 221.56 -16.12 -6.94 0.02 0.16 -0.00
14.86 221.56 -16.19 -6.94 0.01 0.02 -0.00
14.92 221.56 -16.19 -6.94 0.00 0.14 -0.00
14.98 221.56 -16.19 -6.94 -0.01 -0.01 0.00
