Timestamp Yaw Pitch Roll p q r
2.72 359.94 39.69 -6.06 0.44 0.66 0.12
2.77 359.88 36.06 -8.12 0.49 1.44 0.44
2.82 359.31 31.50 -10.06 0.54 1.78 0.51
2.88 358.69 24.50 -12.31 0.42 2.29 0.54
2.93 358.19 17.25 -13.75 0.32 2.63 0.57
2.99 357.50 7.75 -14.88 0.14 2.79 0.58
3.05 356.88 -0.19 -15.06 -0.04 2.39 0.55
3.10 356.06 -5.19 -14.38 -0.28 0.40 0.33
3.16 355.31 -5.06 -13.25 -0.43 -0.17 0.25
3.21 354.62 -4.19 -11.81 -0.57 -0.22 0.21
3.26 354.00 -2.94 -9.62 -0.72 -0.47 0.15
3.32 353.62 -1.50 -7.50 -0.77 -0.68 0.07
3.37 353.44 0.69 -4.88 -0.79 -0.38 -0.01
3.43 353.50 -0.31 -2.81 -0.73 0.79 -0.03
3.48 353.75 -6.00 -0.50 -0.66 2.35 -0.03
3.54 354.00 -12.75 1.06 -0.55 2.49 -0.05
3.59 354.38 -19.38 2.44 -0.41 1.57 -0.11
3.65 354.88 -21.81 3.19 -0.23 0.28 -0.17
3.71 355.62 -22.25 3.44 -0.09 0.09 -0.24
3.76 356.38 -22.06 3.12 -35.65 -0.19 -0.30
3.82 357.44 -19.12 2.00 0.34 -1.36 -0.35
3.87 358.25 -14.69 0.50 0.56 -1.84 -0.35
3.92 359.00 -10.06 -1.69 0.76 -1.45 -0.31
3.98 359.62 -4.19 -4.31 0.79 -2.13 -0.25
4.04 359.81 3.81 -7.19 0.88 -2.45 -0.13
4.09 359.56 9.12 -9.56 0.84 -1.51 0.09
4.15 358.81 12.88 -12.25 0.71 -0.80 0.28
4.20 357.81 13.75 -14.19 0.57 -0.06 0.45
4.26 356.38 12.25 -15.94 0.28 0.42 0.55
4.31 354.94 11.62 -16.62 0.05 -0.17 0.54
4.37 353.38 12.38 -16.88 0.35 -0.40 0.11
4.42 362.00 13.25 -20.44 1.69 0.15 -0.02
4.48 354.25 13.19 -25.56 1.38 0.04 0.27
4.54 361.31 11.75 -29.19 0.74 0.42 0.57
4.60 351.62 8.50 -30.62 -0.02 0.74 0.75
4.66 350.06 4.12 -29.81 -0.86 1.36 0.90
4.71 348.31 0.31 -26.19 -1.39 0.54 0.54
4.77 347.44 -3.31 -20.69 -1.84 1.40 0.46
4.83 347.38 -8.19 -15.00 -2.16 1.86 0.27
4.88 348.19 -13.69 -7.62 -2.26 1.84 -0.02
4.94 350.00 -18.56 -0.62 -2.17 1.00 -0.32
5.00 361.00 -19.94 4.88 -1.81 0.49 -0.75
5.06 364.94 -24.44 8.44 -1.34 1.63 -1.10
5.12 8.81 -28.00 9.56 -0.88 0.73 -1.31
5.17 13.94 -31.12 8.69 -0.29 0.75 -1.57
5.23 10.50 -33.44 6.38 0.21 -0.08 -1.70
5.29 16.00 -30.56 1.88 0.79 -1.45 -1.78
5.34 29.06 -25.50 -3.88 1.25 -1.64 -1.77
5.40 25.25 -17.19 -10.50 1.60 -2.84 -1.62
5.46 28.25 -5.94 -17.12 1.80 -2.85 -1.27
5.52 29.62 2.94 -22.19 1.76 -2.55 -0.85
5.57 47.25 10.31 -27.38 1.49 -1.25 -0.21
5.63 47.31 13.31 -30.81 1.03 -0.95 0.09
5.69 46.12 16.88 -33.62 0.61 -1.16 0.22
5.75 44.06 20.38 -34.81 0.02 -1.16 0.29
5.80 41.69 22.56 -34.19 -0.60 -0.94 0.33
5.86 39.69 23.50 -32.25 -1.25 -0.29 0.28
5.92 45.94 22.81 -28.00 -1.71 -0.06 0.07
5.97 45.19 20.62 -21.75 -2.12 0.83 -0.13
6.03 45.25 16.06 -15.94 -2.30 1.89 -0.18
6.09 38.12 9.75 -7.88 -2.54 1.34 -0.47
6.15 47.94 4.06 0.12 -2.30 2.01 -0.73
6.20 42.81 -2.69 7.19 -1.85 1.89 -1.05
6.26 46.31 -9.06 11.06 -1.21 2.78 -1.35
6.32 58.56 -18.62 12.94 -0.64 2.10 -1.51
6.38 56.06 -22.75 11.75 0.15 0.25 -1.62
6.43 60.31 -24.81 8.62 0.70 0.71 -1.70
6.49 73.06 -26.56 3.00 1.27 0.10 -1.67
6.55 77.12 -28.19 -3.69 1.60 0.72 -1.50
6.60 71.94 -29.44 -9.62 1.69 -0.13 -1.35
6.66 75.19 -26.00 -16.50 1.60 -1.46 -1.11
6.72 76.50 -22.25 -22.19 1.35 -0.91 -0.66
6.78 77.50 -16.31 -26.44 0.93 -2.08 -0.58
6.83 76.94 -9.00 -28.62 0.54 -2.35 -0.41
6.89 75.81 0.81 -29.44 -0.01 -2.77 -0.33
6.95 74.50 9.75 -28.31 -0.55 -1.80 -0.16
7.01 73.50 13.81 -26.06 -1.06 -1.15 -0.08
7.06 72.69 18.06 -21.94 -1.39 -1.58 -0.31
7.12 72.31 22.19 -16.62 -1.69 -0.90 -0.48
7.18 72.62 24.94 -11.56 -1.74 -0.89 -0.72
7.24 73.81 26.94 -5.19 -1.73 -0.09 -0.94
7.29 76.00 27.38 1.44 -1.62 -0.13 -1.20
7.35 79.38 26.75 7.69 -1.28 0.39 -1.42
7.41 90.62 23.56 11.94 -0.68 1.61 -1.55
7.47 86.81 16.94 15.00 -0.01 1.91 -1.56
7.53 90.94 9.44 15.25 0.59 1.84 -1.36
7.58 94.69 2.50 12.62 1.20 1.64 -1.24
7.64 105.44 -1.81 8.56 1.60 1.26 -1.03
7.69 108.12 -8.00 2.38 1.92 2.03 -0.81
7.75 109.81 -13.25 -4.44 1.94 1.03 -0.57
7.81 102.38 -14.69 -9.69 1.74 0.48 -0.18
7.87 101.88 -17.06 -14.88 1.42 0.54 0.18
7.93 108.44 -19.88 -18.38 1.03 1.02 0.52
7.98 107.06 -24.75 -19.75 0.53 1.32 0.84
8.04 105.12 -28.50 -19.25 0.05 0.52 0.92
8.10 94.50 -28.06 -17.00 -0.52 -0.87 0.87
8.15 92.31 -24.50 -13.19 -1.00 -0.92 0.92
8.21 90.75 -21.38 -9.38 -1.30 -1.76 0.74
8.27 89.50 -14.75 -4.31 -1.46 -2.08 0.49
8.33 88.88 -6.56 0.62 -1.46 -2.82 0.14
8.38 89.19 1.06 4.50 -1.31 -2.61 -0.16
8.44 90.88 7.56 8.44 -0.99 -1.46 -0.35
8.50 92.94 11.44 11.19 -0.60 -1.14 -0.48
8.55 94.75 14.56 12.50 -0.13 -1.17 -0.51
8.61 96.94 18.00 12.69 0.36 -1.16 -0.47
8.67 107.00 21.06 11.38 0.75 -0.80 -0.37
8.73 108.69 22.81 8.56 1.12 -0.64 -0.17
8.78 109.62 23.94 5.50 1.24 -0.36 0.03
8.84 110.06 23.81 1.50 1.31 0.47 0.22
8.90 109.69 20.94 -2.94 1.28 1.30 0.49
8.95 103.38 28.56 -7.62 2.24 -2.85 -0.33
9.01 105.19 38.75 -13.06 1.89 -2.54 -0.15
9.07 106.69 47.00 -17.06 1.68 -1.82 0.02
9.13 107.69 50.38 -20.50 1.13 0.20 0.25
9.19 108.38 48.25 -22.75 0.67 1.57 0.39
9.24 109.44 46.19 -24.69 0.91 -0.10 -0.15
9.30 110.38 47.25 -26.06 0.48 0.20 0.02
9.36 110.81 47.25 -26.62 0.11 0.20 -0.00
9.41 110.50 47.38 -26.88 -0.16 -0.51 -0.04
9.47 109.81 48.12 -26.06 -0.43 -0.25 -0.03
9.53 108.88 48.44 -24.81 -0.66 -0.41 -0.04
9.59 107.75 49.00 -23.25 -0.90 -0.39 -0.05
9.65 106.19 49.44 -21.00 -1.06 -0.30 -0.05
9.70 104.31 49.62 -19.00 -0.76 -0.29 0.16
9.76 102.88 49.69 -18.62 -0.21 -0.09 0.31
9.82 101.81 49.44 -19.56 0.32 0.15 0.40
9.88 105.12 48.19 -22.31 2.13 1.32 -1.67
9.93 125.88 48.25 -18.62 5.43 2.43 -6.13
9.99 168.62 47.19 -15.69 8.90 5.56 -9.92
10.05 206.06 38.50 -12.94 7.18 6.39 -9.27
10.10 241.50 29.00 -10.06 5.87 5.30 -10.31
10.16 279.88 21.88 -13.50 4.76 2.50 -7.99
10.22 294.56 24.19 -15.00 -0.56 -0.76 0.73
10.28 285.94 28.69 -15.25 -0.18 -2.31 0.82
10.34 299.00 35.12 -16.56 1.53 -0.38 -1.74
10.39 302.06 31.94 -14.56 -1.19 2.39 -0.50
10.45 303.69 21.00 -9.94 -1.42 3.26 -0.42
10.50 297.12 8.00 -4.88 -1.52 4.14 -0.34
10.56 298.19 -4.00 -0.62 -1.48 4.13 -0.29
10.62 299.50 -13.56 3.88 -1.33 1.48 -0.34
10.68 301.38 -16.06 7.25 -1.06 0.23 -0.51
10.74 303.88 -15.94 9.19 -0.61 -0.11 -0.72
10.79 314.25 -16.62 9.62 -0.27 0.53 -0.88
10.85 317.19 -21.69 8.69 0.11 1.83 -1.05
10.91 311.62 -27.06 6.94 0.41 1.57 -1.07
10.96 314.62 -30.69 3.56 0.75 0.53 -1.10
11.02 317.06 -30.06 0.25 0.51 -0.71 -0.77
11.08 318.81 -25.44 -2.19 0.53 -1.83 -0.63
11.14 328.12 -18.69 -4.81 0.71 -1.74 -0.55
11.20 328.94 -13.44 -7.06 0.71 -1.77 -0.45
11.25 329.50 -5.81 -9.56 0.70 -2.32 -0.35
11.31 321.62 1.19 -11.50 0.64 -2.09 -0.18
11.37 321.31 7.06 -13.38 0.47 -1.23 0.03
11.42 328.69 10.06 -14.69 0.30 -0.53 0.17
11.48 319.88 10.19 -15.38 0.07 0.10 0.29
11.54 318.88 10.25 -15.38 -0.20 -0.28 0.28
11.60 318.12 10.69 -14.06 -0.67 -0.23 0.15
11.65 317.56 10.56 -11.56 -0.84 0.43 0.06
11.71 317.44 10.12 -9.12 -0.92 0.15 -0.12
11.77 317.81 9.44 -6.00 -0.92 0.37 -0.24
11.83 318.31 7.56 -3.25 -0.74 0.78 -0.39
11.88 319.62 3.69 -1.25 -0.48 1.59 -0.38
11.94 321.06 0.25 0.19 -0.34 0.88 -0.45
12.00 322.38 -2.56 0.56 0.00 1.31 -0.49
12.05 331.94 -8.75 -0.19 0.30 2.10 -0.50
12.11 333.25 -14.00 -1.62 0.52 1.91 -0.47
12.17 326.56 -20.19 -3.94 0.63 1.75 -0.40
12.23 335.50 -22.88 -6.56 0.74 0.24 -0.35
12.28 335.94 -25.38 -9.12 0.74 1.27 -0.15
12.34 328.06 -29.88 -11.00 0.66 1.26 -0.04
12.40 335.81 -32.75 -12.69 0.54 0.78 0.05
12.46 334.31 -35.38 -13.69 0.39 0.73 0.16
12.51 333.62 -35.44 -14.12 0.24 -0.56 0.10
12.57 332.56 -31.06 -14.38 0.09 -1.47 0.10
12.63 331.50 -25.38 -14.31 -0.06 -2.09 0.03
12.68 322.62 -17.19 -13.94 -0.24 -3.14 -0.08
12.74 321.75 -6.94 -13.00 -0.38 -2.56 -0.05
12.80 329.06 1.31 -11.56 -0.47 -2.09 -0.07
12.86 328.69 5.31 -10.12 -0.57 -0.96 -0.01
12.91 328.44 8.81 -8.19 -0.60 -1.19 -0.08
12.97 328.38 13.19 -6.12 -0.62 -1.17 -0.18
13.03 328.69 16.56 -4.06 -0.53 -0.88 -0.28
13.09 321.06 18.06 -2.56 -0.36 -0.34 -0.29
13.14 329.50 18.56 -1.38 -0.15 0.22 -0.32
13.20 330.44 17.56 -0.62 -0.08 0.73 -0.35
13.26 331.31 14.88 -0.56 0.20 1.39 -0.30
13.32 332.31 9.19 -1.25 0.37 2.10 -0.27
13.37 332.88 4.12 -2.25 0.31 1.61 -0.19
13.43 325.25 -0.69 -3.44 0.53 2.11 -0.13
13.49 325.81 -7.81 -5.44 0.62 2.10 -0.07
13.54 326.12 -15.38 -7.56 0.69 2.57 0.03
13.60 334.12 -22.88 -9.50 0.57 1.66 0.08
13.66 333.75 -24.88 -10.69 0.43 0.46 0.15
13.72 332.94 -27.88 -11.44 0.30 1.37 0.32
13.77 331.94 -30.44 -11.44 0.14 0.14 0.31
13.83 323.19 -32.00 -11.44 0.10 1.05 0.36
13.89 322.12 -34.81 -10.75 -0.08 0.23 0.39
13.95 320.62 -33.06 -9.62 -0.26 -0.98 0.34
14.01 319.31 -30.44 -7.88 -0.45 -0.64 0.38
14.06 318.62 -26.31 -6.56 -0.44 -2.28 0.15
14.12 318.12 -17.56 -4.88 -0.57 -2.63 0.07
14.17 318.06 -7.75 -2.81 -0.66 -2.86 -0.06
14.23 318.38 -0.44 -1.06 -0.60 -1.68 -0.18
14.29 319.31 4.25 0.62 -0.27 -1.23 -0.25
14.35 328.19 9.00 1.31 -0.13 -1.37 -0.29
14.41 329.19 13.12 1.50 0.10 -1.17 -0.29
14.46 330.12 15.88 1.06 0.46 -0.89 -0.21
14.52 330.94 17.88 -0.44 0.61 -0.34 -0.11
14.58 331.44 18.44 -2.44 0.72 0.16 -0.00
14.63 323.62 17.19 -4.38 0.70 1.09 0.13
14.69 323.56 12.12 -6.88 0.69 1.95 0.24
14.75 331.19 5.19 -9.06 0.55 1.70 0.33
14.81 330.50 -1.06 -10.69 0.41 1.93 0.42
14.86 329.75 -6.44 -11.56 0.30 1.67 0.44
14.92 328.81 -13.75 -11.88 0.09 2.72 0.56
14.98 319.94 -21.44 -11.44 -0.09 2.17 0.56
