Timestamp Yaw Pitch Roll p q r
3.54 1.50 -35.25 -20.44 0.65 -0.30 -2.31
3.59 7.94 -29.69 -26.62 0.76 -1.50 -2.37
3.65 12.50 -21.62 -31.62 0.91 -1.97 -2.28
3.71 16.94 -10.12 -36.88 1.16 -2.06 -1.99
3.76 19.94 -3.38 -40.38 0.99 -0.69 -1.30
3.81 22.50 0.12 -42.62 0.56 -0.22 -0.90
3.87 24.94 2.94 -43.75 0.14 -0.18 -0.71
3.92 26.56 5.75 -43.31 -0.27 -0.38 -0.73
3.98 28.44 8.75 -41.25 -0.73 -0.21 -0.69
4.03 30.06 10.75 -38.31 -1.06 -0.28 -0.79
4.09 32.44 12.94 -33.62 -1.37 -0.10 -1.01
4.14 35.19 12.88 -28.75 -1.63 0.71 -1.08
4.20 39.31 10.00 -22.31 -1.85 1.63 -1.21
4.25 43.50 6.06 -16.44 -1.88 1.49 -1.47
4.31 49.12 1.81 -10.50 -1.57 1.69 -1.63
4.37 54.19 -3.31 -6.75 -1.16 2.65 -1.70
4.42 60.56 -11.69 -4.38 -0.77 2.74 -1.75
4.48 65.94 -17.44 -4.31 -0.20 1.63 -1.85
4.53 72.44 -21.94 -6.38 0.26 1.29 -1.87
4.59 78.56 -23.94 -10.25 0.63 0.50 -1.88
4.65 92.12 -25.31 -15.44 1.04 1.24 -1.67
4.71 89.19 -29.31 -21.12 1.16 1.57 -1.45
4.77 92.88 -31.56 -25.94 1.13 0.80 -1.34
4.82 104.56 -31.62 -31.06 0.94 -0.09 -1.17
4.88 106.88 -28.81 -35.75 0.88 -0.61 -1.01
4.94 99.94 -24.69 -38.56 0.51 -1.44 -0.96
5.00 100.31 -15.56 -40.69 0.13 -2.37 -0.95
5.05 108.25 -5.69 -41.50 0.00 -1.91 -0.69
5.11 108.19 0.81 -40.81 -0.39 -1.14 -0.42
5.17 100.06 3.81 -39.06 -0.90 -0.64 -0.32
5.23 107.94 7.69 -35.56 -1.16 -1.13 -0.50
5.28 100.44 12.12 -30.88 -1.45 -0.91 -0.70
5.34 101.50 15.25 -26.25 -1.56 -0.90 -0.88
5.40 103.38 18.81 -20.25 -1.60 -0.64 -1.08
5.46 106.06 20.31 -14.25 -1.42 0.13 -1.20
5.51 109.81 17.88 -8.88 -1.19 1.61 -1.26
5.57 121.25 12.56 -5.06 -1.08 2.16 -1.26
5.63 125.56 7.62 -1.81 -0.53 1.62 -1.34
5.68 121.12 2.38 -1.38 0.32 2.20 -1.21
5.74 125.19 -5.38 -3.12 0.70 2.45 -1.15
5.80 136.94 -12.50 -6.44 0.95 2.14 -1.06
5.86 140.19 -17.94 -10.88 1.15 1.27 -0.92
5.92 142.50 -19.75 -15.50 1.22 0.44 -0.74
5.97 143.94 -22.25 -19.25 1.21 1.31 -0.44
6.03 137.06 -27.00 -23.00 1.00 1.37 -0.19
6.08 137.44 -30.12 -25.19 0.72 0.83 -0.02
6.14 137.25 -32.19 -26.81 0.29 -0.40 -0.00
6.20 136.25 -28.44 -27.31 -0.00 -1.54 0.03
6.26 142.94 -22.25 -26.69 -0.36 -2.00 -0.05
6.32 133.94 -14.44 -25.44 -0.71 -2.92 -0.25
6.37 141.00 -3.94 -22.94 -0.91 -2.85 -0.35
6.43 140.69 4.44 -19.56 -1.05 -1.74 -0.37
6.49 141.00 8.38 -16.44 -1.24 -0.96 -0.41
6.54 -5.19 -0.06 -0.06 -1.22 -0.93 -0.51
6.60 142.94 14.81 -8.06 -1.02 -0.91 -0.63
6.66 136.75 18.50 -4.25 -0.95 -0.60 -0.82
6.72 138.88 20.50 -1.19 -0.64 -0.32 -0.96
6.77 141.88 21.62 1.25 -0.23 -0.06 -0.99
6.83 152.94 21.06 2.19 0.31 0.51 -0.90
6.89 155.44 18.12 1.56 0.75 1.36 -0.77
6.94 158.00 12.75 -0.62 1.01 1.30 -0.58
7.00 152.00 7.44 -4.38 1.36 1.93 -0.39
7.06 153.25 1.81 -8.38 1.55 2.16 -0.18
7.12 154.19 -4.69 -13.69 1.65 1.97 -0.02
7.18 154.38 -12.19 -18.69 1.39 1.89 0.21
7.23 153.00 -16.56 -21.88 0.87 0.70 0.37
7.29 159.69 -18.19 -23.12 0.33 0.55 0.57
7.35 157.69 -22.25 -22.75 -0.03 1.04 0.83
7.40 155.56 -25.94 -20.50 -0.54 0.98 0.94
7.46 145.69 -28.88 -17.50 -0.87 0.49 0.88
7.52 143.75 -28.19 -13.31 -1.17 -1.43 0.64
7.58 142.31 -22.62 -8.81 -1.28 -1.69 0.46
7.63 141.69 -16.88 -5.12 -1.31 -2.57 0.16
7.69 141.69 -6.25 -1.06 -1.19 -3.43 -0.14
7.75 142.75 3.75 2.38 -0.94 -2.60 -0.39
7.81 152.50 10.88 4.94 -0.51 -1.43 -0.58
7.86 146.25 13.06 6.06 -0.07 -0.36 -0.63
7.92 148.38 14.25 6.19 0.30 -0.50 -0.56
7.98 158.44 16.81 4.94 0.68 -0.90 -0.46
8.04 152.00 19.25 2.94 1.08 -0.64 -0.27
8.09 153.31 21.56 -0.62 1.39 -0.64 -0.04
8.15 153.75 23.25 -5.38 1.51 -0.42 0.27
8.21 153.44 24.06 -9.56 1.38 -0.03 0.55
8.26 152.19 22.94 -14.44 1.12 1.05 0.85
8.32 150.25 18.56 -18.50 0.77 1.47 1.03
8.38 155.88 12.31 -20.81 0.32 1.38 1.02
8.44 153.94 6.25 -21.38 -0.22 2.13 1.11
8.49 143.94 -1.88 -20.19 -0.60 2.14 1.07
8.55 141.94 -11.25 -17.00 -1.03 2.74 1.07
8.61 140.69 -17.19 -13.12 -1.34 1.29 0.86
8.67 139.25 -19.69 -7.69 -1.62 0.47 0.57
8.72 138.69 -20.88 -2.12 -1.58 0.32 0.34
8.78 139.06 -22.06 2.62 -1.42 0.77 0.04
8.84 139.94 -25.62 5.81 -1.14 1.59 -0.23
8.90 141.56 -29.00 8.12 -0.75 0.21 -0.38
8.95 143.75 -26.44 8.62 -0.19 -1.41 -0.55
9.01 145.69 -22.00 7.88 0.32 -2.07 -0.65
9.07 148.12 -13.19 5.44 0.86 -3.16 -0.61
9.13 150.12 -1.44 1.81 1.14 -3.70 -0.47
9.19 159.31 9.25 -2.44 1.38 -2.80 -0.21
9.24 159.75 14.25 -6.25 1.41 -0.88 0.06
9.30 159.69 16.62 -10.81 1.34 -0.41 0.23
9.35 156.81 21.31 -8.06 -1.88 -2.08 0.44
9.41 146.62 26.81 -3.44 -1.93 -1.73 0.11
9.47 145.00 32.19 2.00 -1.82 -1.16 -0.19
9.53 152.50 35.50 7.25 -1.55 -0.72 -0.44
9.59 153.12 36.88 12.00 -1.16 -0.07 -0.68
9.64 154.44 36.94 15.31 -0.52 0.44 -0.90
9.70 156.75 33.62 17.88 0.07 1.38 -0.93
9.76 159.06 26.56 17.81 0.84 2.19 -0.80
9.81 152.69 18.50 15.44 1.77 2.79 -0.43
9.87 153.75 10.25 9.69 2.10 2.20 -0.19
9.93 154.00 3.31 2.25 2.38 2.01 0.07
9.99 153.31 -5.12 -5.75 2.42 2.94 0.34
10.05 152.06 -12.06 -12.00 2.25 1.86 0.60
10.10 157.31 -17.88 -17.88 1.78 1.01 0.89
10.16 153.12 -21.12 -21.06 1.13 -0.00 1.19
10.22 140.94 -22.81 -21.62 0.45 0.52 1.58
10.27 135.56 -27.50 -19.88 -0.11 1.03 1.83
10.33 138.06 -30.12 -15.94 -0.56 -0.31 1.77
10.39 124.81 -28.19 -10.69 -1.05 -1.23 1.64
10.45 120.94 -24.31 -5.81 -1.17 -1.75 1.36
10.50 125.56 -18.19 -0.75 -1.17 -2.00 1.04
10.56 115.62 -10.81 2.94 -1.19 -2.91 0.71
10.62 114.25 -0.88 7.00 -1.10 -2.26 0.35
10.68 113.38 4.81 10.25 -0.84 -1.16 0.06
10.73 121.62 7.19 12.25 -0.41 -0.44 -0.13
10.79 121.94 8.75 12.81 0.04 -0.40 -0.16
10.85 122.62 10.62 12.12 0.45 -0.68 -0.12
10.91 123.38 13.31 10.00 0.93 -0.61 -0.01
10.96 123.62 15.56 6.88 1.29 -0.92 0.22
11.02 115.12 19.38 2.12 1.32 -1.14 0.55
11.08 121.25 21.69 -3.06 1.55 0.58 0.85
11.14 110.75 18.56 -9.19 1.47 1.60 1.12
11.19 108.44 13.44 -13.56 1.20 1.56 1.18
11.25 105.25 8.12 -17.50 0.80 1.29 1.22
11.31 109.25 1.38 -19.75 0.35 1.88 1.33
11.36 106.50 -5.25 -19.94 -0.10 1.87 1.34
11.42 95.19 -12.56 -18.31 -0.49 1.60 1.30
11.48 92.00 -17.94 -14.81 -0.94 1.08 1.22
11.54 89.19 -19.44 -9.94 -1.33 -0.02 0.96
11.59 87.44 -19.56 -5.56 -1.43 0.45 0.76
11.65 94.06 -22.50 -0.25 -1.41 0.98 0.61
11.71 93.31 -24.81 4.31 -1.22 0.45 0.41
11.76 93.12 -25.62 7.31 -0.97 0.27 0.20
11.82 93.50 -24.62 9.62 -0.54 -0.90 0.02
11.88 94.25 -19.75 10.38 -0.05 -1.89 -0.09
11.94 95.25 -13.25 9.62 0.41 -2.05 -0.16
11.99 88.00 -5.88 7.75 0.91 -3.18 -0.06
12.05 88.50 3.88 4.31 1.23 -2.34 0.09
12.11 88.38 9.81 0.56 1.46 -1.73 0.29
12.17 95.56 13.38 -4.56 1.55 -0.63 0.46
12.22 94.25 13.62 -10.06 1.53 0.16 0.66
12.28 92.25 13.81 -15.38 1.34 -0.08 0.82
12.34 82.00 14.75 -19.12 1.00 -0.56 0.93
12.39 78.75 15.44 -22.69 0.62 -0.35 1.04
12.45 75.06 15.69 -24.62 0.09 -0.60 1.06
12.51 79.88 15.25 -24.62 -0.62 -0.14 0.96
12.57 76.56 13.44 -22.50 -1.17 0.27 0.84
12.62 74.12 9.62 -18.12 -1.76 1.43 0.72
12.68 64.88 4.62 -12.88 -2.11 1.28 0.36
12.74 72.25 0.38 -5.69 -2.15 1.59 0.05
12.80 64.75 -6.00 1.25 -2.05 2.17 -0.16
12.86 74.00 -13.06 7.19 -1.73 2.19 -0.42
12.91 75.62 -19.88 10.75 -1.27 1.93 -0.65
12.97 78.25 -25.50 13.00 -0.78 0.76 -0.80
13.02 73.50 -27.19 12.75 -0.10 0.46 -1.00
13.08 76.62 -29.69 10.94 0.44 1.02 -1.17
13.14 80.06 -31.81 6.94 0.98 0.51 -1.18
13.20 90.94 -33.88 1.62 1.31 0.46 -1.18
13.26 93.31 -32.56 -4.56 1.63 -1.40 -1.10
13.31 94.38 -27.00 -10.25 2.03 -2.03 -0.87
13.37 94.56 -19.62 -17.31 1.97 -2.62 -0.60
13.43 93.25 -9.88 -23.81 1.80 -2.91 -0.22
13.48 91.12 -1.69 -28.25 1.35 -2.53 0.25
13.54 79.75 5.38 -32.00 0.86 -1.80 0.59
13.60 76.00 7.62 -33.94 0.20 -0.84 0.87
13.66 72.00 8.88 -33.69 -0.46 -1.17 0.85
13.71 77.31 11.00 -31.75 -1.14 -1.18 0.63
13.77 74.44 13.50 -27.62 -1.61 -1.15 0.43
13.83 72.44 15.44 -22.88 -2.02 -0.86 0.10
13.88 63.19 17.25 -15.94 -2.29 -0.58 -0.33
13.94 63.50 18.06 -8.12 -2.28 0.00 -0.63
14.00 73.19 15.56 -0.50 -2.04 1.32 -0.89
14.06 67.25 9.88 5.12 -1.66 2.38 -0.99
14.12 78.06 2.88 10.25 -1.16 2.16 -1.13
14.17 73.31 -5.75 12.69 -0.47 2.48 -1.22
14.23 76.12 -12.06 12.50 0.29 2.18 -1.29
14.29 79.38 -20.88 9.69 0.80 2.47 -1.31
14.34 82.38 -25.81 4.81 1.28 0.62 -1.16
14.40 92.94 -26.06 -1.19 1.68 0.09 -0.93
14.46 94.06 -27.19 -7.62 1.86 0.43 -0.59
14.52 94.12 -28.94 -12.75 1.85 1.03 -0.32
14.58 93.75 -33.38 -18.06 1.67 1.11 -0.09
14.63 92.38 -33.81 -22.25 1.31 -0.92 -0.05
14.69 82.44 -30.56 -24.62 0.84 -1.20 0.31
14.75 79.38 -25.62 -25.81 0.37 -2.36 0.32
14.81 76.00 -16.31 -25.56 -0.21 -3.20 0.31
14.86 72.75 -6.25 -23.62 -0.76 -3.13 0.28
14.92 78.56 0.25 -20.81 -1.21 -1.81 0.34
14.98 76.62 3.94 -16.44 -1.46 -0.70 0.33
