Timestamp Yaw Pitch Roll p q r
2.61 356.94 -13.88 -22.31 -2.28 0.26 0.82
2.66 355.75 -14.88 -15.19 -2.55 0.31 0.75
2.72 354.94 -15.69 -7.81 -2.45 0.32 0.55
2.77 354.81 -16.44 0.00 -2.13 0.25 0.19
2.83 355.56 -17.06 5.00 -1.56 0.20 -0.19
2.88 357.19 -17.75 8.50 -1.00 0.21 -0.41
2.94 358.94 -17.81 9.44 -0.16 -0.39 -0.64
3.00 1.44 -16.88 8.44 0.30 -0.33 -0.77
3.05 3.44 -15.62 6.19 0.96 -0.67 -0.78
3.11 5.44 -13.50 2.25 1.18 -0.69 -0.65
3.16 6.38 -11.94 -1.56 1.38 -0.51 -0.35
3.21 6.38 -10.44 -6.00 1.23 -0.48 -0.07
3.27 5.44 -10.12 -9.31 1.18 0.02 0.31
3.32 3.88 -10.38 -12.12 1.07 0.05 0.60
3.38 1.56 -11.56 -14.56 0.64 0.17 0.63
3.43 359.50 -13.25 -15.44 0.36 0.43 0.73
3.49 357.25 -15.50 -15.69 0.13 0.43 0.67
3.54 355.75 -17.19 -15.12 -0.17 0.39 0.54
3.60 354.31 -18.62 -13.75 -0.38 0.25 0.46
3.65 353.56 -19.25 -12.25 -0.61 0.07 0.32
3.71 353.12 -19.25 -9.81 -0.72 -0.05 0.18
3.76 353.19 -18.88 -7.75 -0.75 -0.20 0.03
3.82 353.69 -18.06 -5.50 -0.70 -0.25 -0.11
3.87 354.44 -17.19 -4.00 -0.58 -0.32 -0.24
3.93 355.44 -16.19 -3.00 -0.35 -0.35 -0.31
3.98 356.62 -15.00 -2.38 -0.20 -0.38 -0.33
4.04 357.44 -14.12 -2.38 -0.02 -0.25 -0.25
4.09 358.12 -13.25 -2.62 0.10 -0.23 -0.17
4.15 358.31 -12.75 -3.19 0.25 -0.12 -0.04
4.20 358.19 -12.44 -4.12 0.36 -0.01 0.03
4.26 357.88 -12.50 -5.12 0.42 0.08 0.14
4.31 357.19 -13.00 -6.38 0.40 0.16 0.16
4.37 356.75 -13.62 -7.44 0.39 0.24 0.10
4.42 356.56 -14.50 -8.50 0.31 0.27 -0.00
4.48 364.62 -15.31 -9.25 0.16 0.44 -0.07
4.53 364.94 -16.19 -9.81 0.11 0.26 -0.07
4.59 365.19 -16.88 -10.06 0.00 0.18 -0.05
4.65 357.31 -17.25 -10.00 -0.10 0.23 -0.02
4.71 357.44 -17.38 -9.56 -0.19 -0.01 0.00
4.77 365.50 -17.19 -8.88 -0.25 -0.07 0.01
4.82 357.62 -16.81 -8.06 -0.27 -0.13 0.00
4.88 365.69 -16.38 -7.38 -0.25 -0.13 -0.01
4.94 365.81 -15.88 -6.62 -0.22 -0.15 -0.02
5.00 365.94 -15.38 -6.06 -0.16 -0.16 -0.01
5.05 365.94 -14.81 -5.69 -0.06 -0.02 0.02
5.11 357.81 -14.38 -5.62 0.03 -0.12 0.05
5.17 365.56 -14.06 -5.75 0.08 -0.05 0.07
5.23 365.31 -14.06 -6.00 0.11 0.17 0.04
5.28 365.19 -14.25 -6.38 0.15 0.25 0.01
5.34 365.19 -14.62 -6.88 0.15 0.13 -0.01
5.40 365.19 -15.06 -7.38 0.14 0.26 -0.02
5.45 357.25 -15.31 -7.75 0.11 0.22 -0.01
5.51 357.19 -15.56 -8.06 0.09 0.19 0.00
5.57 365.19 -15.69 -8.38 0.07 0.15 0.01
5.63 365.06 -15.69 -8.56 0.04 -0.00 0.02
5.68 365.00 -15.69 -8.62 0.20 -0.05 -0.04
5.74 364.94 -15.12 -13.62 2.21 -0.31 -0.30
5.80 364.50 -14.38 -20.06 1.68 -0.29 -0.10
5.86 363.81 -13.94 -24.00 1.04 -0.12 0.13
5.91 354.38 -13.81 -26.50 0.50 -0.06 0.42
5.97 360.69 -14.12 -26.81 -0.14 -0.07 0.51
6.03 351.44 -14.50 -25.56 -0.79 0.17 0.55
6.08 350.12 -15.06 -21.88 -1.22 0.23 0.48
6.14 349.50 -15.44 -16.94 -1.55 0.12 0.33
6.20 349.38 -15.62 -11.44 -1.64 0.23 0.23
6.26 349.62 -15.69 -7.00 -1.47 0.18 0.05
6.31 350.50 -15.81 -2.44 -1.31 0.09 -0.14
6.37 351.94 -15.88 0.81 -0.88 0.15 -0.37
6.43 361.50 -15.69 2.19 -0.33 -0.12 -0.56
6.49 363.69 -15.12 2.31 0.02 -0.29 -0.63
6.54 365.75 -14.25 1.06 0.34 -0.35 -0.65
6.60 -4.44 -0.06 -0.06 0.69 -0.28 -0.49
6.66 8.25 -12.56 -3.31 0.82 -0.08 -0.26
6.72 0.50 -11.94 -6.19 0.81 -0.16 -0.09
6.78 367.94 -11.75 -8.81 0.73 -0.09 0.13
6.83 367.00 -11.88 -10.69 0.64 0.21 0.31
6.89 365.75 -12.50 -12.31 0.51 0.26 0.35
6.95 364.50 -13.38 -13.25 0.28 0.21 0.35
7.00 363.50 -14.38 -13.50 0.06 0.21 0.28
7.06 354.94 -15.12 -13.19 -0.16 0.21 0.21
7.12 354.44 -15.81 -12.31 -0.31 0.14 0.17
7.18 362.25 -16.19 -11.00 -0.41 0.22 0.10
7.24 362.25 -16.25 -9.50 -0.46 0.16 0.04
7.29 362.38 -16.19 -8.25 -0.44 0.14 -0.01
7.35 362.69 -16.06 -7.00 -0.39 -0.03 -0.06
7.41 355.06 -15.88 -6.12 -0.30 -0.05 -0.11
7.46 355.50 -15.56 -5.50 -0.11 -0.07 -0.09
7.52 363.75 -15.25 -5.38 0.01 -0.08 -0.05
7.58 363.75 -15.00 -5.69 0.14 -0.10 -0.00
7.64 363.69 -14.81 -6.19 0.21 -0.06 0.01
7.69 363.50 -14.62 -6.88 0.23 -0.06 0.04
7.75 363.19 -14.50 -7.56 0.21 -0.03 0.06
7.80 354.94 -14.50 -8.06 0.18 -0.03 0.08
7.86 362.56 -14.50 -8.56 0.15 0.01 0.08
7.92 362.38 -14.69 -8.88 0.10 0.19 0.03
7.98 354.38 -14.88 -9.06 0.04 0.21 -0.03
8.04 362.44 -15.00 -9.12 -0.02 0.18 -0.02
8.09 362.50 -15.06 -9.00 -0.05 0.16 -0.01
8.15 362.56 -15.06 -8.88 -0.08 -0.02 -0.02
8.20 362.62 -14.94 -8.62 -0.09 -0.03 -0.02
8.26 362.69 -14.75 -8.38 -0.08 -0.06 -0.01
8.32 354.69 -14.62 -8.19 -0.06 -0.06 0.01
8.38 362.69 -14.44 -8.00 -0.05 -0.04 0.01
8.43 362.75 -14.31 -7.81 -0.04 -0.03 0.00
8.49 362.75 -14.25 -7.75 -0.02 0.14 -0.00
8.55 354.75 -14.25 -7.75 0.00 0.15 0.00
8.61 354.75 -14.31 -7.75 0.02 0.03 0.00
8.67 362.75 -14.44 -7.81 0.03 0.03 -0.00
8.72 362.75 -14.56 -7.94 0.05 0.17 -0.01
8.78 354.69 -14.62 -8.06 0.06 0.18 -0.00
8.84 362.69 -14.81 -8.31 0.06 0.18 0.00
8.89 362.69 -14.88 -8.50 0.06 0.17 0.00
8.95 362.69 -14.94 -8.62 0.04 0.15 0.01
9.01 362.62 -14.94 -8.69 0.01 -0.00 0.01
9.06 362.62 -14.94 -8.69 -0.02 -0.02 0.01
9.12 354.62 -14.88 -8.56 -0.04 -0.03 0.00
9.18 354.62 -14.75 -8.44 -0.05 -0.03 0.00
9.24 362.62 -14.69 -8.25 -0.05 -0.02 0.00
9.30 362.62 -14.62 -8.12 -0.04 -0.01 -0.00
9.35 362.69 -14.62 -8.06 -0.02 -0.01 -0.00
9.41 362.69 -14.62 -8.06 -0.00 0.00 0.00
9.47 362.69 -14.62 -8.06 0.02 0.14 0.01
9.53 354.62 -14.62 -8.12 0.03 0.15 -0.00
9.58 362.62 -14.69 -8.19 0.04 0.17 -0.00
9.64 362.62 -14.81 -8.31 0.03 0.17 0.00
9.70 362.62 -14.88 -8.44 0.02 0.16 -0.00
9.76 354.62 -14.94 -8.50 0.01 0.14 0.00
9.81 362.62 -14.94 -8.50 -0.01 -0.01 0.00
9.87 362.62 -14.88 -8.44 -0.02 -0.02 0.00
9.93 362.62 -14.81 -8.31 -0.03 -0.02 0.00
9.99 354.62 -14.75 -8.25 -0.03 -0.01 0.00
10.05 362.69 -14.75 -8.12 -0.02 -0.00 0.00
10.10 362.69 -14.75 -8.12 -0.01 0.14 0.00
10.16 354.69 -14.75 -8.12 0.01 0.15 0.00
10.22 354.69 -14.75 -8.12 0.02 0.15 -0.00
10.28 362.62 -14.75 -8.25 0.03 0.01 0.00
10.33 362.62 -14.81 -8.31 0.02 0.01 0.00
10.39 354.62 -14.88 -8.38 0.01 0.15 0.00
10.45 362.62 -14.88 -8.38 0.00 -0.00 0.00
10.51 362.62 -14.88 -8.38 -0.02 -0.01 0.00
10.56 362.62 -14.81 -8.25 -0.03 -0.01 0.00
10.62 354.62 -14.75 -8.19 -0.02 -0.01 0.00
10.68 354.69 -14.75 -8.12 -0.01 -0.00 0.00
10.74 362.69 -14.75 -8.12 0.00 0.00 0.00
10.80 362.69 -14.75 -8.19 0.01 0.15 0.00
10.85 362.62 -14.81 -8.19 0.02 0.15 0.00
10.91 362.62 -14.81 -8.25 0.02 0.01 -0.00
10.97 362.62 -14.81 -8.31 0.01 0.15 0.00
11.03 362.62 -14.81 -8.31 -0.00 -0.00 0.00
11.08 354.62 -14.81 -8.31 -0.02 -0.01 0.00
11.14 354.62 -14.81 -8.25 -0.02 -0.01 0.00
11.20 362.69 -14.81 -8.19 -0.02 -0.01 0.00
11.26 354.69 -14.81 -8.19 -0.01 0.14 0.00
11.31 354.69 -14.81 -8.19 0.01 0.14 0.00
11.37 362.69 -14.81 -8.19 0.01 0.01 0.00
11.43 362.62 -14.81 -8.25 0.01 0.01 0.00
11.49 362.62 -14.81 -8.25 0.01 0.14 0.00
11.55 354.62 -14.81 -8.25 -0.00 0.14 0.00
11.60 362.69 -14.81 -8.25 -0.02 -0.01 0.00
11.66 362.69 -14.81 -8.19 -0.01 -0.01 0.00
11.72 354.69 -14.81 -8.12 -0.01 -0.00 0.00
11.78 354.69 -14.81 -8.12 -0.00 0.14 0.00
11.83 362.69 -14.81 -8.12 0.00 0.00 0.00
11.89 362.69 -14.81 -8.12 0.01 0.15 0.00
11.95 362.69 -14.81 -8.12 0.01 0.15 0.00
12.01 354.69 -14.81 -8.12 0.00 0.00 0.00
12.07 354.69 -14.81 -8.12 -0.01 -0.00 0.00
12.13 362.69 -14.81 -8.12 -0.01 -0.00 0.00
12.18 354.69 -14.81 -8.06 -0.01 0.14 0.00
12.24 354.69 -14.81 -8.06 0.00 0.14 0.00
12.30 354.69 -14.81 -8.06 0.00 0.14 -0.00
12.36 362.69 -14.81 -8.12 0.01 0.14 0.00
12.42 362.69 -14.81 -8.12 0.01 0.14 0.00
12.47 354.69 -14.81 -8.12 -0.00 0.14 0.00
12.53 354.69 -14.81 -8.12 -0.00 -0.00 0.00
12.59 354.69 -14.81 -8.06 -0.01 -0.00 0.00
12.65 362.69 -14.81 -8.06 -0.01 -0.00 0.00
12.71 362.69 -14.81 -8.06 -0.01 0.14 -0.00
12.76 354.69 -14.81 -8.06 0.01 0.14 0.00
12.82 354.69 -14.81 -8.06 0.01 0.14 0.00
12.88 354.69 -14.81 -8.06 0.00 0.00 0.00
12.94 362.69 -14.81 -8.06 0.01 0.14 0.00
13.00 362.69 -14.81 -8.06 -0.00 -0.00 0.00
13.06 354.69 -14.81 -8.06 -0.01 -0.00 0.00
13.11 362.69 -14.81 -8.06 -0.01 -0.00 0.00
13.17 362.69 -14.81 -8.06 -0.00 0.14 0.00
13.23 362.69 -14.81 -8.06 -0.00 0.14 0.00
13.29 362.69 -14.81 -8.06 0.00 0.15 0.00
13.34 362.69 -14.81 -8.06 0.00 0.14 0.00
13.40 362.69 -14.81 -8.06 -0.00 0.00 0.00
13.46 362.69 -14.81 -8.06 -0.00 -0.00 0.00
13.52 354.69 -14.81 -8.06 -0.00 -0.00 0.00
13.58 362.69 -14.81 -8.06 -0.01 -0.00 0.00
13.63 362.69 -14.81 -8.06 -0.00 -0.00 0.00
13.69 362.69 -14.81 -8.06 0.00 0.00 0.00
13.75 362.69 -14.81 -8.06 0.00 0.14 0.00
13.81 354.69 -14.81 -8.06 0.00 0.14 0.00
13.87 362.69 -14.81 -8.06 -0.00 0.14 0.00
13.92 362.69 -14.81 -8.06 -0.01 -0.00 0.00
13.98 354.69 -14.81 -8.06 -0.00 -0.00 0.00
14.04 362.69 -14.81 -8.06 -0.00 -0.00 0.00
14.10 362.69 -14.81 -8.06 0.00 0.00 0.00
14.16 362.69 -14.81 -8.06 0.00 0.14 -0.00
14.21 354.69 -14.81 -8.06 0.00 0.14 0.00
14.27 362.69 -14.81 -8.06 0.00 0.14 0.00
14.33 354.69 -14.81 -8.06 0.00 0.00 0.00
14.39 354.69 -14.81 -8.06 -0.00 0.00 0.00
14.44 362.69 -14.81 -8.06 -0.00 -0.00 0.00
14.50 354.69 -14.81 -8.06 -0.00 0.14 0.00
14.56 362.69 -14.81 -8.06 0.00 0.00 0.00
14.62 362.69 -14.81 -8.06 0.00 0.14 0.00
14.67 362.69 -14.81 -8.06 0.00 0.14 -0.00
14.73 354.69 -14.81 -8.06 0.00 0.00 -0.00
14.79 362.69 -14.81 -8.06 -0.00 0.00 0.00
14.85 362.69 -14.81 -8.06 -0.00 0.14 0.00
14.91 354.69 -14.81 -8.06 -0.00 -0.00 0.00
14.96 354.69 -14.81 -8.06 -0.00 0.00 0.00
