Timestamp Yaw Pitch Roll p q r
4.05 2.00 15.62 -1.56 -0.14 0.30 -0.16
4.11 10.44 12.25 -1.12 -0.04 1.44 -0.12
4.17 10.81 6.81 -0.88 0.00 1.28 -0.13
4.22 11.19 3.62 -0.88 0.08 1.26 -0.11
4.28 11.62 -1.75 -1.50 0.21 1.84 -0.08
4.34 11.94 -8.38 -2.38 0.30 1.87 -0.06
4.39 12.06 -14.06 -3.31 0.35 1.90 -0.00
4.45 4.00 -19.88 -4.38 0.35 1.02 0.01
4.51 11.81 -21.94 -5.38 0.32 0.61 0.06
4.57 11.38 -25.38 -6.06 0.25 1.54 0.19
4.63 10.81 -27.69 -6.31 0.18 0.63 0.21
4.68 10.06 -29.44 -6.31 0.09 0.54 0.24
4.74 1.38 -29.69 -6.12 -0.01 -0.57 0.19
4.80 0.69 -25.69 -6.06 0.09 -1.48 0.09
4.85 0.06 -20.56 -6.19 0.04 -1.80 0.06
4.91 359.56 -12.25 -6.31 0.02 -2.80 -0.02
4.97 367.06 -3.12 -6.38 0.00 -2.52 -0.00
5.03 366.75 3.25 -6.31 -0.04 -1.45 0.05
5.09 366.25 6.56 -6.12 -0.08 -0.59 0.11
5.14 365.69 9.31 -5.88 -0.12 -1.14 0.08
5.20 357.31 11.81 -5.50 -0.17 -0.59 0.06
5.26 356.94 13.88 -4.94 -0.22 -0.42 0.05
5.32 364.69 15.56 -4.25 -0.22 -0.43 0.01
5.37 364.62 16.31 -3.44 -0.20 -0.14 -0.04
5.43 364.75 15.38 -2.81 -0.17 1.03 -0.05
5.49 364.88 10.75 -2.38 -0.10 1.95 -0.02
5.54 364.94 5.62 -1.88 -0.12 1.06 0.01
5.60 365.00 1.94 -1.62 -0.02 1.56 -0.01
5.66 365.12 -3.31 -1.69 0.05 1.68 -0.01
5.72 365.19 -9.56 -1.94 0.12 2.42 0.01
5.78 365.25 -16.69 -2.44 0.17 1.91 0.01
5.83 365.25 -19.12 -2.94 0.21 0.50 -0.02
5.89 365.19 -21.38 -3.56 0.20 1.03 0.05
5.95 356.94 -24.31 -3.88 0.15 0.79 0.10
6.00 356.50 -27.50 -4.12 0.10 1.55 0.18
6.06 356.00 -31.00 -4.12 0.09 0.68 0.14
6.12 363.62 -28.69 -4.19 0.09 -1.43 0.04
6.18 363.19 -23.69 -4.56 0.19 -1.49 -0.00
6.23 363.00 -17.38 -5.12 0.19 -2.72 -0.08
6.29 362.69 -7.75 -5.75 0.18 -2.91 -0.08
6.35 354.44 0.19 -6.31 0.19 -2.90 -0.04
6.40 354.00 7.50 -6.69 0.06 -1.18 0.09
6.46 361.44 10.94 -6.88 0.01 -0.90 0.13
6.52 360.75 14.50 -7.00 -0.05 -1.15 0.13
6.58 360.12 17.88 -6.75 -0.13 -0.85 0.10
6.64 351.62 19.94 -6.50 -0.15 -0.36 0.11
6.69 351.06 20.75 -6.00 -0.22 -0.04 0.10
6.75 350.69 20.62 -5.44 -0.26 0.15 0.05
6.81 350.44 19.19 -4.69 -0.24 0.98 0.06
6.86 350.19 14.44 -4.00 -0.24 1.71 0.09
6.92 350.00 7.81 -3.38 -0.08 1.89 0.11
6.98 349.75 1.19 -3.06 -0.06 2.11 0.12
7.04 349.56 -4.31 -3.00 -0.02 1.82 0.11
7.10 349.38 -12.06 -3.06 0.10 2.76 0.13
7.15 349.25 -19.19 -3.31 0.13 1.88 0.09
7.21 349.00 -23.00 -3.69 0.16 0.71 0.06
7.27 348.69 -25.31 -4.06 0.16 0.71 0.12
7.33 348.19 -28.06 -4.31 0.15 1.03 0.16
7.39 347.62 -33.25 -4.31 0.11 1.64 0.23
7.44 347.06 -35.81 -4.19 0.10 -0.08 0.15
7.50 346.50 -33.69 -4.31 0.13 -0.95 0.09
7.55 345.94 -28.81 -4.62 0.17 -2.05 0.01
7.61 345.62 -21.81 -5.00 0.10 -2.62 -0.01
7.67 345.19 -12.50 -5.31 0.09 -2.93 -0.02
7.73 344.75 -4.00 -5.56 0.05 -2.01 0.03
7.79 344.31 0.75 -5.75 0.06 -0.92 0.10
7.84 351.81 4.19 -5.88 0.10 -1.52 0.16
7.90 351.25 8.94 -6.00 -0.01 -1.41 0.09
7.96 350.69 13.06 -5.94 -0.06 -0.87 0.12
8.01 342.25 15.25 -5.69 -0.11 -0.68 0.09
8.07 341.81 17.06 -5.31 -0.11 -0.31 0.08
8.13 349.50 17.19 -4.94 -0.19 0.22 0.07
8.19 349.19 14.50 -4.44 -0.21 1.31 0.12
8.25 349.00 9.94 -3.88 -0.10 1.60 0.15
8.30 348.69 4.62 -3.56 -0.11 1.63 0.13
8.36 348.38 -1.38 -3.12 -0.15 2.18 0.14
8.42 340.19 -8.31 -2.75 -0.08 2.63 0.13
8.47 340.06 -16.31 -2.50 -0.01 2.05 0.09
8.53 339.94 -21.19 -2.44 0.02 0.83 0.05
8.59 339.88 -22.69 -2.62 0.10 0.15 0.01
8.65 347.75 -24.56 -2.88 0.11 1.35 0.07
8.70 347.50 -29.75 -3.12 0.13 1.62 0.10
8.76 347.25 -32.62 -3.31 0.14 0.53 0.05
8.82 339.00 -32.69 -3.69 0.19 -0.63 -0.03
8.87 346.81 -29.38 -4.44 0.27 -1.48 -0.08
8.93 346.69 -22.88 -5.62 0.33 -2.24 -0.13
8.99 338.44 -15.50 -6.62 0.34 -2.92 -0.13
9.05 346.06 -5.50 -7.81 0.30 -2.57 -0.04
9.10 345.38 1.19 -8.62 0.22 -1.50 0.11
9.16 344.69 4.31 -9.19 0.14 -0.63 0.21
9.22 335.69 7.50 -9.62 0.13 -1.29 0.28
9.28 334.62 11.44 -9.62 -0.11 -1.28 0.19
9.33 333.62 14.94 -9.25 -0.19 -0.86 0.22
9.39 332.81 16.81 -8.44 -0.49 -0.40 0.12
9.45 332.19 17.81 -6.88 -0.56 -0.08 0.05
9.51 331.88 16.62 -5.06 -0.62 0.74 -0.01
9.56 331.81 13.81 -3.44 -0.58 1.87 -0.01
9.62 331.94 8.12 -1.56 -0.57 1.34 -0.09
9.68 332.25 3.75 0.06 -0.39 1.49 -0.15
9.74 332.81 -3.06 1.06 -0.21 2.50 -0.20
9.79 333.31 -9.94 1.25 0.01 2.43 -0.22
9.85 334.00 -17.38 0.75 0.19 1.94 -0.25
9.91 334.75 -21.31 -0.31 0.37 0.55 -0.27
9.96 335.19 -21.81 -1.62 0.46 0.75 -0.21
10.02 335.50 -25.38 -3.25 0.48 1.57 -0.11
10.08 335.50 -28.44 -4.94 0.51 0.49 -0.09
10.14 335.31 -30.00 -6.38 0.46 0.55 -0.01
10.20 335.00 -29.50 -7.44 0.37 -0.96 -0.02
10.25 334.31 -25.25 -8.31 0.27 -1.52 0.04
10.31 333.56 -19.06 -9.06 0.19 -2.27 -0.00
10.37 332.94 -11.19 -9.50 0.12 -3.14 -0.06
10.42 332.12 -1.12 -9.75 0.02 -2.77 0.01
10.48 331.31 6.69 -9.69 -0.08 -1.83 0.09
10.54 330.44 10.25 -9.25 -0.20 -0.64 0.18
10.60 329.75 12.50 -8.62 -0.29 -1.19 0.16
10.65 329.06 15.88 -7.50 -0.43 -0.92 0.06
10.71 328.56 18.44 -6.00 -0.51 -0.57 -0.02
10.77 328.38 19.44 -4.56 -0.55 -0.28 -0.07
10.82 328.50 20.00 -2.75 -0.53 0.21 -0.18
10.88 329.06 18.75 -0.94 -0.43 0.72 -0.27
10.94 329.62 15.38 0.12 -0.26 1.87 -0.29
11.00 330.50 8.81 1.06 -0.23 1.61 -0.29
11.06 331.38 4.31 1.75 -0.12 1.38 -0.31
11.11 332.38 -1.50 1.56 0.19 1.84 -0.32
11.17 333.12 -6.75 0.69 0.35 1.89 -0.31
11.22 333.88 -14.19 -0.94 0.53 2.42 -0.25
11.28 334.44 -19.44 -3.00 0.62 0.55 -0.22
11.34 334.62 -20.06 -4.88 0.64 0.53 -0.07
11.40 334.38 -22.81 -6.81 0.62 0.82 0.03
11.46 333.81 -25.19 -8.38 0.50 0.72 0.15
11.51 333.12 -27.81 -9.19 0.35 0.99 0.28
11.57 332.12 -29.56 -9.56 0.22 -0.14 0.25
11.63 331.00 -25.38 -9.50 0.02 -1.27 0.26
11.68 329.94 -21.94 -9.12 -0.11 -1.70 0.21
11.74 328.88 -15.06 -8.44 -0.23 -2.61 0.10
11.80 328.06 -5.94 -7.44 -0.33 -2.58 0.06
11.86 335.50 3.12 -6.06 -0.46 -2.59 -0.01
11.92 327.12 9.00 -4.56 -0.42 -1.18 -0.01
11.97 335.00 11.44 -3.44 -0.42 -0.93 -0.03
12.03 334.88 15.56 -2.31 -0.31 -1.19 -0.08
12.09 335.06 18.75 -1.38 -0.23 -0.88 -0.11
12.14 327.25 20.62 -0.88 -0.08 -0.60 -0.11
12.20 335.56 21.81 -0.56 -0.01 -0.02 -0.11
12.26 328.00 22.06 -0.56 0.10 0.16 -0.10
12.32 328.38 20.44 -0.81 0.17 1.02 -0.07
12.37 328.56 16.44 -1.56 0.29 1.87 0.02
12.43 328.56 10.31 -2.62 0.38 1.38 0.11
12.49 328.31 5.00 -3.94 0.43 1.67 0.19
12.55 335.94 0.06 -5.25 0.42 1.57 0.24
12.60 335.31 -5.81 -6.44 0.28 2.10 0.33
12.66 334.50 -14.19 -7.12 0.27 2.40 0.36
12.72 333.75 -18.12 -7.38 0.12 0.53 0.30
12.78 332.75 -19.25 -7.25 -0.00 0.52 0.34
12.83 331.69 -21.50 -6.62 -0.10 0.51 0.36
12.89 322.88 -23.25 -5.88 -0.21 1.05 0.40
12.95 321.88 -27.38 -4.62 -0.26 1.31 0.40
13.01 321.00 -29.19 -3.25 -0.27 -0.24 0.29
13.06 328.44 -25.19 -2.06 -0.31 -1.53 0.19
13.12 328.12 -21.88 -1.19 -0.17 -1.41 0.07
13.18 328.06 -15.00 -0.69 -0.10 -2.53 -0.03
13.23 328.31 -6.44 -0.62 0.00 -2.56 -0.09
13.29 320.50 1.06 -0.88 0.18 -2.63 -0.09
13.35 320.75 8.44 -1.56 0.31 -1.22 -0.03
13.41 320.81 12.00 -2.75 0.40 -1.07 0.02
13.47 328.62 15.62 -4.25 0.52 -1.14 0.14
13.52 328.31 18.88 -5.69 0.51 -0.93 0.20
13.58 319.56 22.00 -7.56 0.48 -0.89 0.30
13.64 318.56 23.69 -9.31 0.37 -0.39 0.39
13.69 317.50 23.94 -10.38 0.05 -0.13 0.39
13.75 316.19 23.69 -10.88 -0.16 0.55 0.40
13.81 314.94 20.88 -10.62 -0.38 1.29 0.43
13.87 313.75 15.06 -9.50 -0.59 1.94 0.44
13.92 312.88 8.94 -7.94 -0.74 1.82 0.36
13.98 312.00 2.62 -5.50 -0.78 1.94 0.27
14.04 319.56 -3.44 -2.75 -0.87 2.15 0.17
14.09 311.44 -10.56 -0.56 -0.73 2.67 0.06
14.15 311.69 -17.81 1.62 -0.59 1.55 -0.07
14.21 312.38 -21.31 2.81 -0.32 0.80 -0.22
14.27 313.44 -23.75 2.94 -0.05 0.82 -0.34
14.33 314.56 -27.88 1.94 0.25 1.54 -0.46
14.39 315.62 -32.81 0.44 0.44 1.62 -0.52
14.44 316.81 -34.81 -1.81 0.53 0.01 -0.49
14.50 317.69 -32.44 -4.25 0.61 -0.85 -0.42
14.56 318.12 -27.75 -6.44 0.69 -2.28 -0.42
14.61 318.25 -19.50 -8.94 0.63 -2.83 -0.29
14.67 317.94 -9.56 -11.12 0.61 -3.09 -0.18
14.73 317.25 -2.25 -12.50 0.40 -2.03 0.05
14.79 316.12 3.31 -13.56 0.23 -1.22 0.21
14.84 314.75 7.44 -13.94 -0.00 -1.47 0.29
14.90 313.31 12.31 -13.25 -0.39 -1.49 0.19
14.96 312.19 15.56 -12.00 -0.64 -0.68 0.19
