Timestamp Yaw Pitch Roll p q r
4.11 348.44 -9.44 5.56 1.33 0.07 -1.55
4.17 352.44 -10.25 0.25 1.87 0.32 -1.58
4.22 356.56 -11.56 -7.44 2.20 0.52 -1.30
4.27 359.12 -12.88 -14.12 2.22 0.61 -0.97
4.33 0.69 -14.38 -20.19 1.98 0.58 -0.54
4.38 1.44 -16.25 -25.88 1.44 0.47 -0.21
4.44 1.31 -17.62 -28.81 0.72 0.18 0.18
4.49 0.06 -18.69 -29.75 0.06 -0.08 0.48
4.55 365.88 -18.81 -28.00 -0.71 -0.36 0.74
4.61 355.81 -18.06 -24.62 -1.34 -0.60 0.81
4.66 361.44 -16.31 -18.88 -1.75 -0.56 0.80
4.72 351.81 -14.50 -13.25 -1.98 -0.69 0.61
4.78 350.81 -12.31 -6.56 -1.91 -0.63 0.35
4.83 350.56 -10.69 -1.62 -1.53 -0.39 0.11
4.89 351.00 -9.06 2.44 -0.99 -0.44 -0.12
4.95 360.00 -8.06 4.25 -0.30 -0.22 -0.35
5.00 353.12 -7.75 4.69 0.50 0.26 -0.49
5.06 354.56 -8.50 2.44 1.02 0.34 -0.50
5.12 363.75 -10.06 -2.06 1.49 0.72 -0.43
5.17 364.31 -12.00 -6.69 1.69 0.72 -0.27
5.23 364.44 -14.62 -12.38 1.70 0.76 -0.13
5.28 364.12 -16.88 -16.62 1.51 0.78 0.08
5.34 363.12 -19.12 -20.50 1.10 0.34 0.27
5.39 353.81 -20.25 -22.38 0.57 -0.04 0.43
5.45 351.88 -20.44 -22.94 0.07 -0.35 0.52
5.51 349.88 -19.44 -21.75 -0.51 -0.65 0.55
5.56 348.38 -17.69 -19.31 -1.01 -0.67 0.48
5.62 347.06 -15.00 -15.19 -1.31 -0.70 0.38
5.68 346.50 -12.75 -11.12 -1.48 -0.60 0.14
5.73 346.81 -10.38 -6.38 -1.42 -0.61 -0.12
5.79 347.75 -8.88 -2.94 -1.12 -0.39 -0.38
5.84 349.44 -7.88 -0.12 -0.74 -0.18 -0.50
5.90 351.31 -7.75 1.00 -0.18 0.20 -0.57
5.96 352.94 -8.12 1.00 0.37 0.43 -0.60
6.01 362.62 -9.38 -0.88 0.76 0.50 -0.53
6.07 363.94 -11.31 -4.25 1.07 0.81 -0.39
6.13 364.50 -13.25 -7.62 1.24 0.72 -0.22
6.18 364.38 -15.75 -11.75 1.24 0.80 0.03
6.24 363.81 -17.62 -14.75 1.08 0.51 0.16
6.29 253.44 -19.19 -17.25 0.74 0.18 0.32
6.35 252.19 -19.62 -18.38 0.35 -0.09 0.40
6.41 250.56 -19.06 -18.69 0.03 -0.50 0.39
6.46 249.00 -17.31 -17.69 -0.39 -0.58 0.38
6.52 247.94 -15.38 -15.88 -0.75 -0.63 0.30
6.58 255.19 -12.94 -12.88 -0.96 -0.69 0.16
6.63 255.12 -11.12 -10.00 -1.07 -0.39 -0.01
6.69 255.62 -9.62 -6.62 -1.01 -0.31 -0.18
6.74 248.62 -8.94 -4.25 -0.77 -0.10 -0.37
6.80 250.19 -8.81 -2.38 -0.49 0.22 -0.41
6.85 251.81 -9.31 -1.50 -0.12 0.26 -0.39
6.91 253.00 -10.19 -1.69 0.19 0.40 -0.34
6.97 253.88 -11.75 -3.00 0.52 0.51 -0.26
7.02 254.31 -13.19 -4.88 0.76 0.55 -0.14
7.08 254.38 -15.06 -7.62 0.90 0.52 -0.04
7.14 253.94 -16.81 -10.56 0.90 0.44 0.12
7.19 253.25 -18.06 -12.56 0.74 0.27 0.20
7.25 252.19 -18.81 -14.12 0.43 0.02 0.28
7.31 251.19 -18.88 -14.62 0.07 -0.26 0.31
7.36 250.06 -18.06 -14.31 -0.22 -0.45 0.29
7.42 249.19 -16.44 -12.94 -0.50 -0.58 0.23
7.48 248.75 -14.75 -11.25 -0.66 -0.61 0.10
7.53 248.75 -12.75 -9.00 -0.71 -0.56 -0.04
7.59 249.12 -11.25 -7.19 -0.64 -0.30 -0.15
7.64 249.75 -9.94 -5.38 -0.51 -0.14 -0.15
7.70 250.19 -9.44 -4.31 -0.28 -0.03 -0.09
7.75 250.50 -9.56 -3.62 -0.07 0.17 -0.06
7.81 250.81 -10.38 -3.88 0.19 0.45 -0.09
7.87 251.12 -11.38 -4.69 0.44 0.42 -0.10
7.92 251.38 -12.88 -6.44 0.58 0.47 -0.07
7.98 251.38 -14.56 -8.56 0.67 0.49 -0.03
8.04 251.25 -15.94 -10.31 0.65 0.45 -0.00
8.09 250.94 -17.38 -12.12 0.50 0.48 0.01
8.15 250.81 -18.19 -13.19 0.31 0.18 0.05
8.20 250.50 -18.56 -13.62 0.02 -0.03 0.08
8.26 250.19 -18.31 -13.38 -0.22 -0.20 0.09
8.31 249.88 -17.31 -12.19 -0.46 -0.36 0.08
8.37 249.81 -16.19 -10.75 -0.60 -0.30 0.04
8.43 249.88 -14.62 -8.75 -0.62 -0.32 -0.02
8.48 250.19 -13.00 -6.94 -0.54 -0.28 -0.08
8.54 250.50 -11.88 -5.69 -0.42 -0.35 -0.06
8.60 250.69 -10.94 -4.69 -0.19 -0.07 -0.02
8.65 250.81 -10.50 -4.44 0.01 -0.08 -0.02
8.71 250.88 -10.56 -4.81 0.23 0.24 0.01
8.76 250.81 -11.06 -5.62 0.39 0.24 0.02
8.82 250.62 -12.12 -7.12 0.49 0.50 0.01
8.87 250.56 -13.25 -8.56 0.54 0.43 0.01
8.93 250.44 -14.81 -10.25 0.50 0.45 0.01
8.99 250.38 -16.38 -11.69 0.39 0.54 0.01
9.04 250.38 -17.38 -12.50 0.22 0.44 0.01
9.10 250.38 -18.19 -12.81 -0.00 0.26 0.02
9.15 250.38 -18.25 -12.56 -0.17 -0.05 0.04
9.21 250.31 -17.75 -11.69 -0.37 -0.09 0.05
9.26 250.25 -16.88 -10.50 -0.47 -0.33 0.04
9.32 250.38 -15.62 -8.88 -0.50 -0.38 -0.02
9.38 250.62 -14.44 -7.62 -0.44 -0.39 -0.05
9.44 250.81 -13.19 -6.38 -0.30 -0.32 -0.03
9.49 250.88 -12.19 -5.62 -0.13 -0.09 0.02
9.55 250.75 -11.69 -5.44 0.06 -0.10 0.03
9.60 250.75 -11.50 -5.81 0.21 0.15 -0.03
9.66 250.75 -11.69 -6.56 0.36 0.14 -0.03
9.71 250.75 -12.31 -7.81 0.42 0.23 -0.01
9.77 250.62 -13.12 -9.00 0.45 0.46 0.05
9.83 250.38 -14.31 -10.31 0.42 0.34 0.06
9.88 250.12 -15.50 -11.50 0.31 0.47 0.02
9.94 250.12 -16.38 -12.19 0.16 0.26 -0.01
10.00 250.19 -17.12 -12.44 -0.01 0.16 -0.00
10.05 250.19 -17.44 -12.19 -0.20 0.16 0.02
10.11 250.19 -17.25 -11.38 -0.33 -0.09 0.03
10.16 250.19 -16.81 -10.31 -0.42 -0.05 0.02
10.22 250.31 -16.06 -8.94 -0.44 -0.09 -0.01
10.27 250.50 -15.31 -7.81 -0.39 -0.10 -0.05
10.33 250.81 -14.44 -6.75 -0.31 -0.25 -0.06
10.39 251.06 -13.62 -6.06 -0.14 -0.08 -0.05
10.44 251.12 -13.06 -5.88 0.05 -0.02 -0.03
10.50 251.19 -12.62 -6.25 0.17 -0.10 -0.02
10.55 251.06 -12.44 -6.88 0.27 -0.02 0.03
10.61 250.88 -12.56 -7.81 0.33 0.21 0.03
10.67 250.62 -12.94 -8.75 0.36 0.16 0.08
10.72 250.25 -13.62 -9.81 0.34 0.21 0.07
10.78 250.06 -14.44 -10.81 0.28 0.23 0.02
10.83 250.06 -15.06 -11.38 0.17 0.22 -0.01
10.89 250.19 -15.75 -11.75 0.04 0.18 -0.03
10.95 250.31 -16.19 -11.69 -0.11 0.25 -0.02
11.00 250.44 -16.38 -11.19 -0.21 0.18 -0.01
11.06 250.56 -16.38 -10.50 -0.30 -0.03 0.01
11.11 250.69 -16.12 -9.50 -0.33 -0.08 0.00
11.17 250.75 -15.88 -8.62 -0.31 -0.10 -0.01
11.22 250.94 -15.44 -7.69 -0.27 -0.10 -0.03
11.28 251.19 -15.06 -7.00 -0.19 -0.12 -0.05
11.34 251.31 -14.69 -6.69 -0.06 -0.13 -0.03
11.39 251.31 -14.19 -6.69 0.06 -0.13 -0.01
11.45 251.25 -13.94 -7.12 0.19 -0.06 -0.01
11.51 251.19 -13.81 -7.75 0.25 -0.03 0.00
11.56 251.00 -13.81 -8.62 0.27 0.14 0.05
11.62 250.69 -13.94 -9.25 0.26 0.20 0.10
11.67 250.31 -14.38 -10.00 0.22 0.10 0.07
11.73 250.19 -14.69 -10.44 0.15 0.24 -0.00
11.79 250.25 -15.00 -10.81 0.07 0.10 -0.03
11.84 250.31 -15.31 -10.81 -0.05 0.21 0.00
11.90 250.38 -15.44 -10.56 -0.14 0.17 -0.03
11.96 250.56 -15.44 -10.12 -0.17 0.14 -0.05
12.01 250.81 -15.31 -9.62 -0.21 -0.04 -0.06
12.07 251.06 -15.06 -9.00 -0.21 -0.07 -0.05
12.12 251.19 -14.81 -8.56 -0.14 -0.12 -0.03
12.18 251.25 -14.31 -8.19 -0.09 -0.14 0.01
12.24 251.19 -13.88 -8.00 -0.05 -0.13 0.04
12.29 251.06 -13.56 -7.94 0.00 -0.10 0.03
12.35 250.94 -13.31 -8.00 0.05 -0.05 0.03
12.41 250.81 -13.31 -8.19 0.10 0.16 0.02
12.46 250.75 2034.56 -8.50 0.10 0.20 0.02
12.52 250.69 -13.69 -8.75 0.07 0.23 0.01
12.57 250.69 -14.06 -8.94 0.06 0.14 -0.02
12.63 250.81 -14.50 -9.12 0.07 0.17 -0.04
12.68 251.00 -15.06 -9.38 0.06 0.15 -0.05
12.74 251.06 -15.44 -9.56 0.03 0.24 -0.01
12.80 251.12 -15.62 -9.62 0.00 0.18 0.00
12.85 251.12 -15.69 -9.56 -0.03 -0.00 0.01
12.91 251.12 -15.56 -9.44 -0.06 -0.05 0.00
12.97 251.12 -15.38 -9.25 -0.07 -0.10 -0.00
13.02 251.12 -14.94 -9.06 -0.05 -0.13 0.01
13.08 251.06 -14.56 -8.94 -0.04 -0.00 0.02
13.13 250.94 -14.19 -8.81 -0.02 -0.11 0.04
13.19 250.81 -13.94 -8.75 -0.02 -0.05 0.03
13.25 250.75 -13.88 -8.69 -0.03 0.00 0.00
13.30 250.81 -14.00 -8.56 -0.03 0.19 -0.02
13.36 250.94 -14.12 -8.56 -0.01 0.21 -0.03
13.42 251.06 -14.38 -8.62 0.03 0.22 -0.03
13.47 251.12 -14.56 -8.75 0.08 0.21 -0.02
13.53 251.12 -14.81 -9.06 0.10 0.19 0.00
13.58 251.06 -14.88 -9.31 0.09 0.16 0.02
13.64 251.00 -15.00 -9.50 0.04 0.15 0.02
13.69 250.94 -15.00 -9.50 -0.03 0.14 -0.01
13.75 251.00 -15.00 -9.31 -0.07 -0.02 -0.01
13.81 251.00 -14.88 -9.06 -0.08 -0.04 -0.00
13.86 251.06 -14.69 -8.94 -0.05 -0.07 -0.01
13.92 251.06 -14.44 -8.75 -0.03 -0.07 0.00
13.98 251.00 -14.25 -8.69 -0.01 -0.05 0.01
14.03 251.00 -14.19 -8.69 0.02 -0.00 0.01
14.09 250.94 -14.25 -8.75 0.03 0.04 -0.00
14.15 251.00 -14.44 -8.88 0.04 0.21 -0.01
14.20 251.00 -14.62 -9.06 0.05 0.06 -0.00
14.26 250.94 -14.81 -9.19 0.05 0.04 -0.00
14.32 250.94 -14.94 -9.31 0.02 0.16 -0.00
14.37 250.94 -14.94 -9.31 -0.01 0.14 0.00
14.43 251.00 -14.94 -9.25 -0.04 -0.02 0.00
14.48 251.00 -14.81 -9.12 -0.04 -0.04 0.00
14.54 251.00 -14.62 -9.00 -0.03 -0.06 0.00
14.59 251.00 -14.44 -8.94 -0.03 -0.07 0.01
14.65 250.94 -14.25 -8.88 -0.01 -0.04 0.01
14.71 250.94 -14.25 -8.88 0.00 0.15 0.00
14.76 250.94 -14.31 -8.88 0.01 0.04 -0.01
14.82 251.00 -14.50 -8.94 0.03 0.20 -0.01
14.88 251.00 -14.62 -9.00 0.03 0.19 -0.00
14.93 250.94 -14.75 -9.12 0.04 0.16 -0.00
14.99 250.94 -14.81 -9.25 0.02 0.15 -0.00
